location_id,name,locality,timezone,country_code,provider_name,isMobile,isMonitor,latitude,longitude
64,Mustang Bayou C619,,America/Chicago,US,Texas,False,True,29.308562,-95.19991
161,Clinton C403/C304/AH113,,America/Chicago,US,Texas,False,True,29.7337263,-95.2575931
162,Houston Deer Park C3,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.670025,-95.128508
163,Danciger C618,,America/Chicago,US,Texas,False,True,29.144291,-95.756601
164,Houston North Loop C,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.81453,-95.38769
165,UH WG Jones Forest C698,,America/Chicago,US,Texas,False,True,30.2362,-95.4832
166,UH Moody Tower C695,,America/Chicago,US,Texas,False,True,29.7176,-95.3414
167,UH Coastal Center C697,,America/Chicago,US,Texas,False,True,29.3879,-95.0414
168,Houston East C1/G316,,America/Chicago,US,Texas,False,True,29.7679965,-95.2205822
169,Houston Texas Avenue C411,,America/Chicago,US,Texas,False,True,29.752778,-95.350278
170,Lake Jackson C1016,,America/Chicago,US,Texas,False,True,29.0437592,-95.4729462
171,U of H,,America/Chicago,US,Texas,False,True,29.5741,-95.6497
172,HRM,,America/Chicago,US,Texas,False,True,29.7647877,-95.1785379
173,Houston Westhollow C,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.7233,-95.6358
174,Wallisville Road C617,,America/Chicago,US,Texas,False,True,29.821389,-94.99
175,Texas City Ball Park A147/C1022,,America/Chicago,US,Texas,False,True,29.3852338,-94.9315197
176,Freeport South Avenue I C1012,,America/Chicago,US,Texas,False,True,28.96443,-95.35483
177,Sheldon C551,,America/Chicago,US,Texas,False,True,29.8586111,-95.1602778
178,Conroe Relocated C78/A321,,America/Chicago,US,Texas,False,True,30.3503017,-95.4251278
179,Texas City 34th St. C620,,America/Chicago,US,Texas,False,True,29.4057,-94.94712
180,Channelview C15/AH115,,America/Chicago,US,Texas,False,True,29.8027073,-95.1254948
181,Houston Southwest Freeway C1066,,America/Chicago,US,Texas,False,True,29.7216,-95.49265
183,Lynchburg Ferry C1015/A165,,America/Chicago,US,Texas,False,True,29.7616528,-95.0813861
184,Crosby Library C553,,America/Chicago,US,Texas,False,True,29.9208333,-95.0683333
186,Houston Aldine C8,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.9011,-95.3261
187,Houston Bayland Park,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.6958,-95.4992
188,Houston Croquet C409,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.6239,-95.4742
189,Atascocita C560,,America/Chicago,US,Texas,False,True,29.961944,-95.235
190,Huffman Wolf Road C563,,America/Chicago,US,Texas,False,True,30.05786,-95.06147
191,Seabrook Friendship,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.5831,-95.0156
192,Lang C408,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.8342,-95.4892
193,Houston Monroe C406,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.6256,-95.2672
194,Houston North Wayside C405,,America/Chicago,US,Texas,False,True,29.8280859,-95.2840958
195,Houston Park Place C,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.68639,-95.294724
196,West Houston C554,,America/Chicago,US,Texas,False,True,29.8330556,-95.6569444
197,Baytown Wetlands Center C552,,America/Chicago,US,Texas,False,True,29.7330556,-94.9847222
198,Bunker Hill Village C562,,America/Chicago,US,Texas,False,True,29.778333,-95.538056
199,Baytown Garth C1017,Houston-Sugar Land-Baytown,America/Chicago,US,AirNow,False,True,29.823319,-94.983786
200,Meyer Park C561,,America/Chicago,US,Texas,False,True,30.011667,-95.5225
202,Galveston 99th St. C1034/A320/X183,,America/Chicago,US,Texas,False,True,29.2544736,-94.8612886
203,Katy Park C559,,America/Chicago,US,Texas,False,True,29.8105556,-95.8061111
204,Manvel Croix Park C84,,America/Chicago,US,Texas,False,True,29.5204432,-95.3925089
205,Northwest Harris Co. C26/A110/X154,,America/Chicago,US,Texas,False,True,30.039524,-95.6739508
206,Tom Bass C558,,America/Chicago,US,Texas,False,True,29.5894444,-95.3536111
207,MMFRA1001,,America/Los_Angeles,US,AirNow,False,True,39.482481,-121.221235
209,Tooele,,America/Denver,US,AirNow,False,True,40.539299,-112.299797
211,Felton Cal-Fire,,America/Los_Angeles,US,AirNow,False,True,37.0481,-122.074603
212,ROLAND,Fort Smith,America/Chicago,US,AirNow,False,True,35.408138,-94.524414
213,Twin Falls PM25,TWIN FALLS,America/Boise,US,AirNow,False,True,42.565089,-114.494717
214,MMFRA1001,,America/Los_Angeles,US,AirNow,False,True,39.482385,-121.221128
215,Unionville,TUSCOLA,America/Detroit,US,AirNow,False,True,43.61,-83.36
216,South Bend-Shields D,South Bend-Mishawaka,America/Indiana/Indianapolis,US,AirNow,False,True,41.696667,-86.214722
217,Lafayette-Greenbush,Lafayette,America/Indiana/Indianapolis,US,AirNow,False,True,40.431667,-86.8525
218,Ogden Dunes,Chicago-Naperville-Joliet,America/Chicago,US,AirNow,False,True,41.617814,-87.199533
219,Columbus - Rocky For,Columbus,America/Indiana/Indianapolis,US,AirNow,False,True,39.237457,-85.891332
220,Larwill,WHITLEY,America/Indiana/Indianapolis,US,AirNow,False,True,41.169722,-85.629444
221,Indpls-Washington Pa,Indianapolis,America/Indiana/Indianapolis,US,AirNow,False,True,39.810833,-86.114444
222,Terre Haute-Lafayett,Terre Haute,America/Indiana/Indianapolis,US,AirNow,False,True,39.485987,-87.401312
223,Gary-IITRI,Chicago-Naperville-Joliet,America/Chicago,US,AirNow,False,True,41.606563,-87.305015
224,Fort Wayne-Beacon St,,America/Indiana/Indianapolis,US,AirNow,False,True,41.094965,-85.101816
225,New Albany,,America/Kentucky/Louisville,US,AirNow,False,True,38.30703,-85.832974
226,Elkhart-Prairie St.,Elkhart-Goshen,America/Indiana/Indianapolis,US,AirNow,False,True,41.657155,-85.968446
227,Kokomo - E. Vaile Av,Kokomo,America/Indiana/Indianapolis,US,AirNow,False,True,40.481347,-86.109688
228,Fishers,Indianapolis,America/Indiana/Indianapolis,US,AirNow,False,True,39.960884,-85.939546
229,Caddo Valley,Arkadelphia,America/Chicago,US,AirNow,False,True,34.1795,-93.0988
230,Barstow,Riverside-San Bernardino-Ontario,America/Los_Angeles,US,AirNow,False,True,34.894054,-117.024756
231,Lucerne Valley,SAN BERNARDINO,America/Los_Angeles,US,AirNow,False,True,34.4101,-116.906874
232,Trona - Athol and Te,Riverside-San Bernardino-Ontario,America/Los_Angeles,US,AirNow,False,True,35.774455,-117.372109
233,Spokane Valley-E Bro,Spokane,America/Los_Angeles,US,AirNow,False,True,47.663962,-117.25765
234,Enterprise - US Fore,WALLOWA,America/Los_Angeles,US,AirNow,False,True,45.426351,-117.296066
237,San Ysidro,,America/Los_Angeles,US,AirNow,False,True,32.543475,-117.029028
238,Maryland Heights,,America/Chicago,US,AirNow,False,True,38.7108,-90.4758
239,Alamo Lake,LA PAZ,America/Phoenix,US,AirNow,False,True,34.243889,-113.558611
240,Waterbury,New Haven-Milford,America/New_York,US,AirNow,False,True,41.5503,-73.0442
242,Potawatomi,FOREST,America/Chicago,US,AirNow,False,True,45.5639,-88.81
243,ELDOSPGS,,America/Chicago,US,AirNow,False,True,37.695801,-94.037498
244,Liberty,Kansas City,America/Chicago,US,AirNow,False,True,39.303056,-94.376389
245,Pacific,,America/Chicago,US,AirNow,False,True,38.490299,-90.705299
246,Hillcrest HS,,America/Chicago,US,AirNow,False,True,37.256136,-93.299886
247,CARTHAGE,,America/Chicago,US,AirNow,False,True,37.198286,-94.317246
248,MRGRETTA,,America/Chicago,US,AirNow,False,True,38.673172,-90.239086
249,Farrar,,America/Chicago,US,AirNow,False,True,37.701893,-89.697655
250,ARNOLD,,America/Chicago,US,AirNow,False,True,38.448633,-90.39854
251,Fellows Lake,,America/Chicago,US,AirNow,False,True,37.31951,-93.204635
252,Buick NE,,America/Chicago,US,AirNow,False,True,37.652142,-91.11689
253,BONTERRE,,America/Chicago,US,AirNow,False,True,37.8969,-90.4222
254,WEST ALTON,,America/Chicago,US,AirNow,False,True,38.8708,-90.224403
255,Mark Twain SP,MONROE,America/Chicago,US,AirNow,False,True,39.4751,-91.78899
256,CHARLSTN,,America/Chicago,US,AirNow,False,True,37.1231,-93.2631
257,Savannah,ANDREW,America/Chicago,US,AirNow,False,True,39.9544,-94.849
258,Trimble,,America/Chicago,US,AirNow,False,True,39.530602,-94.555801
259,Troost,Kansas City,America/Chicago,US,AirNow,False,True,39.10465,-94.57055
260,St. Joseph,St. Joseph,America/Chicago,US,AirNow,False,True,39.741667,-94.858333
261,Rocky Creek,,America/Chicago,US,AirNow,False,True,39.331913,-94.580841
262,NWBLMFLD,,America/Chicago,US,AirNow,False,True,38.706,-92.093
263,Watkins Mill State P,,America/Chicago,US,AirNow,False,True,39.407452,-94.265373
264,Orchard Farm,,America/Chicago,US,AirNow,False,True,38.9022,-90.4469
266,Davidsonville,,America/New_York,US,AirNow,False,True,38.9025,-76.653099
267,Arendtsville,Gettysburg,America/New_York,US,AirNow,False,True,39.9231,-77.3078
268,Oxford,Cincinnati-Middletown,America/New_York,US,AirNow,False,True,39.5327,-84.7286
272,Bondville,Champaign-Urbana,America/Chicago,US,AirNow,False,True,40.0519,-88.3724
273,Vincennes,Vincennes,America/Indiana/Vincennes,US,AirNow,False,True,38.7408,-87.4853
274,Reading Airport,Reading,America/New_York,US,AirNow,False,True,40.3833,-75.9686
275,Valley Central,,America/New_York,US,AirNow,False,True,41.5231,-74.215
276,Morro Bay,San Luis Obispo-Paso Robles,America/Los_Angeles,US,AirNow,False,True,35.36639,-120.8426
277,Stockton,JO DAVIESS,America/Chicago,US,AirNow,False,True,42.2869,-89.9997
278,Speedwell,CLAIBORNE,America/New_York,US,AirNow,False,True,36.47,-83.83
279,Sumatra,LIBERTY,America/New_York,US,AirNow,False,True,30.1103,-84.9903
280,Thirty Third,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.461807,-112.128044
281,"Eliot, Sawgrass Lane",,America/New_York,US,AirNow,False,True,43.111364,-70.76973
282,Pinedale Gaseous,SUBLETTE,America/Denver,US,AirNow,False,True,42.8698,-109.8708
283,Penn State,State College,America/New_York,US,AirNow,False,True,40.7208,-77.9319
284,Hoxeyville,WEXFORD,America/Detroit,US,AirNow,False,True,44.180901,-85.738998
288,Hawthorne,Salt Lake City,America/Denver,US,AirNow,False,True,40.733501,-111.87169600000001
289,LOCKELAND,Nashville-Davidson--Murfreesboro,America/Chicago,US,AirNow,False,True,36.1767,-86.7386
293,Garden,Anchorage,America/Anchorage,US,AirNow,False,True,61.205861,-149.8246
300,Glen Burnie,Baltimore-Towson,America/New_York,US,AirNow,False,True,39.1694,-76.6281
305,Smithfield,CACHE,America/Denver,US,AirNow,False,True,41.842778,-111.85193999999998
306,Skiatook,,America/Chicago,US,AirNow,False,True,36.3572,-96.0
308,Baytown Eastpoint C1,,America/Chicago,US,AirNow,False,True,29.812,-94.9878
311,Indpls- Illinois St,,America/Indiana/Indianapolis,US,AirNow,False,True,39.768056,-86.16
312,East Chicago Post Of,,America/Chicago,US,AirNow,False,True,41.628611,-87.461389
313,RT,,America/Los_Angeles,US,AirNow,False,True,36.139881,-115.175572
314,Indpls - I-70 E,Indianapolis,America/Indiana/Indianapolis,US,AirNow,False,True,39.787933,-86.13088
315,Hope,Columbus,America/Indiana/Indianapolis,US,AirNow,False,True,39.294322,-85.766845
316,YPT Campbell Ranch,,America/Los_Angeles,US,AirNow,False,True,39.063033,-119.2044
317,Las Vegas Paiute,,America/Los_Angeles,US,AirNow,False,True,36.357778,-115.361389
318,Texarkana New Boston,Texarkana,America/Chicago,US,AirNow,False,True,33.435489,-94.075671
319,Harlingen Teege C102,Brownsville-Harlingen,America/Chicago,US,AirNow,False,True,26.200278,-97.712501
320,Cortina Rancheria,,America/Los_Angeles,US,AirNow,False,True,39.015,-122.286111
321,Temple Georgia C1045,Killeen-Temple-Fort Hood,America/Chicago,US,AirNow,False,True,31.122527,-97.431158
322,Helmsburg,Bloomington,America/Indiana/Indianapolis,US,AirNow,False,True,39.263914,-86.292261
326,Jackson NCORE,Jackson,America/Chicago,US,AirNow,False,True,32.329042,-90.182659
327,CasaBlanca,PINAL,America/Phoenix,US,AirNow,False,True,33.11753,-111.88491
328,Linville Falls,,America/New_York,US,AirNow,False,True,35.9722,-81.9331
329,Mt Mitchell,YANCEY,America/New_York,US,AirNow,False,True,35.765413,-82.264944
330,North Provo,,America/Denver,US,AirNow,False,True,40.253502,-111.6632
331,Lindon,Provo-Orem,America/Denver,US,AirNow,False,True,40.3414,-111.71360000000001
334,Miami Fire Station #,Miami-Fort Lauderdale-Miami Beach,America/New_York,US,AirNow,False,True,25.7947,-80.2156
335,Homestead Fire Stati,Miami-Fort Lauderdale-Miami Beach,America/New_York,US,AirNow,False,True,25.4719,-80.4828
339,Waco C1037,Waco,America/Chicago,US,AirNow,False,True,31.6531,-97.0706
341,St. Marks Wildlife R,Tallahassee,America/New_York,US,AirNow,False,True,30.0842,-84.1617
342,Lancaster,Lancaster,America/New_York,US,AirNow,False,True,40.0467,-76.2833
343,Athens Supersite,,America/New_York,US,AirNow,False,True,39.308,-82.1183
344,Sunrise Acres,Las Vegas-Paradise,America/Los_Angeles,US,AirNow,False,True,36.163962,-115.11393
349,BNTCR,Asheville,America/New_York,US,AirNow,False,True,35.5,-82.6
350,Daniel South,SUBLETTE,America/Denver,US,AirNow,False,True,42.7914,-110.0547
352,Minneapolis - Pacifi,HENNEPIN,America/Chicago,US,AirNow,False,True,45.008297,-93.277041
353,Minneapolis - Lowry,Minneapolis-St. Paul-Bloomington,America/Chicago,US,AirNow,False,True,45.012102,-93.276699
358,Albemarle HS,Charlottesville,America/New_York,US,AirNow,False,True,38.07657,-78.50397
361,Tonawanda II,ERIE,America/New_York,US,AirNow,False,True,42.9981,-78.8993
362,CHICOPEE,Springfield,America/New_York,US,AirNow,False,True,42.194401,-72.555603
365,Hamshire C64,Beaumont-Port Arthur,America/Chicago,US,AirNow,False,True,29.863952,-94.3178
366,Shuttlesworth,Birmingham-Hoover,America/Chicago,US,AirNow,False,True,33.565278,-86.796389
373,Red Bluff - Walnut o,Red Bluff,America/Los_Angeles,US,AirNow,False,True,40.170917,-122.255667
379,Mt Hall,BOUNDARY,America/Los_Angeles,US,AirNow,False,True,48.894014,-116.359419
381,Rockland Cty,ROCKLAND,America/New_York,US,AirNow,False,True,41.182079,-74.028191
383,Malta,PHILLIPS,America/Denver,US,AirNow,False,True,48.317507,-107.86247100000001
384,CCNY,New York-Northern New Jersey-Long Island,America/New_York,US,AirNow,False,True,40.8197,-73.9481
385,Newburgh,Poughkeepsie-Newburgh-Middletown,America/New_York,US,AirNow,False,True,41.4994,-74.0097
386,Susan Wagner,,America/New_York,US,AirNow,False,True,40.5969,-74.1264
387,Nicks Lake,,America/New_York,US,AirNow,False,True,43.6856,-74.9864
389,Sidney Oil Field,,America/Denver,US,AirNow,False,True,47.803421,-104.485619
391,Near Road,,America/New_York,US,AirNow,False,True,41.829495,-71.417457
392,Babylon,New York-Northern New Jersey-Long Island,America/New_York,US,AirNow,False,True,40.7356,-73.4061
393,Middleport,Buffalo-Niagara Falls,America/New_York,US,AirNow,False,True,43.2189,-78.4792
395,Piseco Lake,HAMILTON,America/New_York,US,AirNow,False,True,43.4556,-74.515
396,Boston - North End,,America/New_York,US,AirNow,False,True,42.3631,-71.0542
397,Thompson Falls,SANDERS,America/Denver,US,AirNow,False,True,47.594395,-115.323746
400,Kenosha-Water Tower,,America/Chicago,US,AirNow,False,True,45.296,-87.886
404,Soddy Daisy,Chattanooga,America/New_York,US,AirNow,False,True,35.14,-85.1697
405,Eastside,Chattanooga,America/New_York,US,AirNow,False,True,35.1028,-85.1622
410,West Phoenix,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.483799,-112.14260099999998
415,Rifle Particulate,GARFIELD,America/Denver,US,AirNow,False,True,39.531799,-107.782303
416,Corpus Christi - Nat,Kingsville,America/Chicago,US,AirNow,False,True,27.4269,-97.2986
424,CHI_COM,Chicago-Naperville-Joliet,America/Chicago,US,AirNow,False,True,41.7547,-87.7136
426,Burdens Creek,Durham,America/New_York,US,AirNow,False,True,35.889402,-78.8747
428,Corvallis - Circle B,,America/Los_Angeles,US,AirNow,False,True,44.5884,-123.2673
430,Penobscot Nation,,America/New_York,US,AirNow,False,True,44.952,-68.6477
433,Polson-MT,,America/Denver,US,AirNow,False,True,47.6925,-114.0122
434,Edgar Evins,DE KALB,America/Chicago,US,AirNow,False,True,36.0388,-85.7331
435,Birney,,America/Denver,US,AirNow,False,True,45.366151,-106.48982
436,Parsons,TUCKER,America/New_York,US,AirNow,False,True,39.0905,-79.6617
438,Blackwater NWR,Cambridge,America/New_York,US,AirNow,False,True,38.445,-76.1114
440,Blue Point Sheriff S,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.5455,-111.6093
442,North Phoenix,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.560299,-112.066299
444,Salamonie Reservoir,Wabash,America/Indiana/Indianapolis,US,AirNow,False,True,40.816,-85.6611
445,Diablo,,America/Phoenix,US,AirNow,False,True,33.3961,-111.968
448,Boston - Roxbury,Boston-Cambridge-Quincy,America/New_York,US,AirNow,False,True,42.329399,-71.082497
449,Haverhill,Boston-Cambridge-Quincy,America/New_York,US,AirNow,False,True,42.7708,-71.1028
452,Boston-Von Hillern,Boston-Cambridge-Quincy,America/New_York,US,AirNow,False,True,42.325197,-71.056056
454,Huntington Wildlife,,America/New_York,US,AirNow,False,True,43.97,-74.22
455,Bozeman EBAM,Bozeman,America/Denver,US,AirNow,False,True,45.68377,-111.05632
457,Crockett,MORGAN,America/New_York,US,AirNow,False,True,37.9214,-83.0662
458,Uxbridge,Worcester,America/New_York,US,AirNow,False,True,42.0997,-71.62
459,Helena,Helena,America/Denver,US,AirNow,False,True,46.6588,-112.0131
460,Cranberry,,America/New_York,US,AirNow,False,True,36.1058,-82.0454
461,Providence,,America/New_York,US,AirNow,False,True,41.8081,-71.415
464,Rio Verde Sheriff Su,,America/Phoenix,US,AirNow,False,True,33.7188,-111.6718
465,Broadus EBAM,MT1,America/Denver,US,AirNow,False,True,45.44029,-105.37028
466,Brockton,Boston-Cambridge-Quincy,America/New_York,US,AirNow,False,True,42.065119,-71.012686
467,Beaufort,Morehead City,America/New_York,US,AirNow,False,True,34.8848,-76.6203
469,Hamilton,RAVALLI,America/Denver,US,AirNow,False,True,46.243621,-114.158889
471,"Brown University, Ro",,America/New_York,US,AirNow,False,True,41.826099,-72.595001
472,Portsmouth,Boston-Cambridge-Quincy,America/New_York,US,AirNow,False,True,43.075371,-70.748017
474,Connecticut Hill,Ithaca,America/New_York,US,AirNow,False,True,42.4006,-76.6538
475,Buckeye,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.37,-112.6207
479,Chelmsford,Boston-Cambridge-Quincy,America/New_York,US,AirNow,False,True,42.6267,-71.3622
480,LYNN,Boston-Cambridge-Quincy,America/New_York,US,AirNow,False,True,42.474701,-70.971901
483,Zuni Hills,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.686741,-112.294167
484,Butte,SILVER BOW,America/Denver,US,AirNow,False,True,46.002399,-112.500893
486,Columbia Falls,FLATHEAD,America/Denver,US,AirNow,False,True,48.363694,-114.189272
488,Abington,Willimantic,America/New_York,US,AirNow,False,True,41.8402,-72.01
489,Perkinstown,TAYLOR,America/Chicago,US,AirNow,False,True,45.2066,-90.5969
494,Seeley Lake,MISSOULA,America/Denver,US,AirNow,False,True,47.17563,-113.476182
497,Howland Ameriflux,,America/New_York,US,AirNow,False,True,45.203963,-68.740041
499,W Greenwich,Providence-New Bedford-Fall River,America/New_York,US,AirNow,False,True,41.615,-71.7197
500,Frenchtown,MISSOULA,America/Denver,US,AirNow,False,True,47.012907,-114.224273
501,Alhambra,St. Louis,America/Chicago,US,AirNow,False,True,38.869,-89.6228
503,Fountain Hills,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.611,-111.7253
507,Worcester,Worcester,America/New_York,US,AirNow,False,True,42.263901,-71.79470100000002
508,Worcester,Worcester,America/New_York,US,AirNow,False,True,42.2742,-71.8758
510,Palo Duro,Amarillo,America/Chicago,US,AirNow,False,True,34.8803,-101.6649
511,Whitefish,FLATHEAD,America/Denver,US,AirNow,False,True,48.400523,-114.335973
512,Sleeping Giant,LEWIS AND CLARK,America/Denver,US,AirNow,False,True,46.8505,-111.987164
513,Greenwood,,America/Phoenix,US,AirNow,False,True,33.4609,-112.1175
514,South Phoenix,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.4033,-112.0731
515,South Scottsdale,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.4797,-111.9172
516,Georgia Station,Atlanta-Sandy Springs-Marietta,America/New_York,US,AirNow,False,True,33.1787,-84.4052
517,West Chandler Fire S,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.299,-111.8843
518,West 43rd,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.406399,-112.144302
520,Billings St. Luke's,,America/Denver,US,AirNow,False,True,45.782181,-108.511528
521,BOSTON-KENMORE,Boston-Cambridge-Quincy,America/New_York,US,AirNow,False,True,42.3489,-71.097702
522,Springfield,,America/New_York,US,AirNow,False,True,42.1086,-72.5911
524,Greenfield,Springfield,America/New_York,US,AirNow,False,True,42.605816,-72.596689
525,PITTSFIELD,,America/New_York,US,AirNow,False,True,42.4478,-73.2547
526,Tempe,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.4124,-111.9347
530,WARE,Springfield,America/New_York,US,AirNow,False,True,42.298302,-72.33439599999998
532,Mackville,WASHINGTON,America/New_York,US,AirNow,False,True,37.7046,-85.0485
533,E. Milton - Blue Hil,Boston-Cambridge-Quincy,America/New_York,US,AirNow,False,True,42.2117,-71.114403
534,Missoula,MISSOULA,America/Denver,US,AirNow,False,True,46.842297,-114.020549
535,Great Falls,CASCADE,America/Denver,US,AirNow,False,True,47.494318,-111.303317
536,Humboldt Mountain -,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.9828,-111.7987
538,TRURO,Barnstable Town,America/New_York,US,AirNow,False,True,41.9756,-70.0239
539,Pinedale,SUBLETTE,America/Denver,US,AirNow,False,True,42.9288,-109.788
540,Wash. Crossing,Trenton-Ewing,America/New_York,US,AirNow,False,True,40.3125,-74.8729
541,Mesa - Brooks Reserv,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.4105,-111.8651
542,Lewistown,FERGUS,America/Denver,US,AirNow,False,True,47.048537,-109.455315
543,Central Phoenix,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.4579,-112.046
544,Centennial,Laramie,America/Denver,US,AirNow,False,True,41.3642,-106.2399
545,Cedar Creek,,America/New_York,US,AirNow,False,True,38.8795,-80.8477
547,Cave Creek,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.8217,-112.0174
548,Grass Valley,Truckee-Grass Valley,America/Los_Angeles,US,AirNow,False,True,39.234402,-121.055603
550,Glendale Community C,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.5694,-112.1915
551,Kalispell Flathead E,,America/Denver,US,AirNow,False,True,48.202499,-114.305557
556,Alabama-Coushatta,POLK,America/Chicago,US,AirNow,False,True,30.6681,-94.6739
557,E Providence,Providence-New Bedford-Fall River,America/New_York,US,AirNow,False,True,41.840302,-71.361702
558,Kane Exp. Forest,St. Marys,America/New_York,US,AirNow,False,True,41.598,-78.7674
559,Fall River,Providence-New Bedford-Fall River,America/New_York,US,AirNow,False,True,41.6833,-71.169701
560,Libby,LINCOLN,America/Denver,US,AirNow,False,True,48.391672,-115.55228
561,Dysart,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.6369,-112.3394
563,Gothic,GUNNISON,America/Denver,US,AirNow,False,True,38.9564,-106.9858
564,Durango Complex,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.4265,-112.11809999999998
565,Prince Edward,PRINCE EDWARD,America/New_York,US,AirNow,False,True,37.17,-78.31
566,Wampanoag Laboratory,DUKES,America/New_York,US,AirNow,False,True,41.33047,-70.78584
567,Pinnacle Peak Club H,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.712299,-111.852699
568,Quaker City,NOBLE,America/New_York,US,AirNow,False,True,39.9428,-81.3373
570,Falcon Field Fire St,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.4522,-111.7331
574,Fairhaven2,Providence-New Bedford-Fall River,America/New_York,US,AirNow,False,True,41.6454,-70.898
577,Corpus Christi Dona,Corpus Christi,America/Chicago,US,AirNow,False,True,27.811814,-97.4657
583,LEGGETT,,America/New_York,US,AirNow,False,True,35.9889,-77.5867
585,Liberty Lake-E Valey,,America/Los_Angeles,US,AirNow,False,True,47.660568,-117.084503
586,Moxa Arch,SWEETWATER,America/Denver,US,AirNow,False,True,41.750599,-109.78970300000002
590,Hawaii Volcanoes NP,Hilo,Pacific/Honolulu,US,AirNow,False,True,19.4308,-155.2578
595,SETRPC Mauriceville,Beaumont-Port Arthur,America/Chicago,US,AirNow,False,True,30.18,-93.8731
596,Utica,Utica-Rome,America/New_York,US,AirNow,False,True,43.0994,-75.225
597,Miami Jones Ranch,GILA,America/Phoenix,US,AirNow,False,True,33.3855,-110.867267
598,Youngstown - Laird A,,America/New_York,US,AirNow,False,True,41.231167,-80.801914
599,Soda Springs SO2,CARIBOU,America/Boise,US,AirNow,False,True,42.695301,-111.593903
601,Mesa Verde NP,MONTEZUMA,America/Denver,US,AirNow,False,True,37.1983,-108.4903
603,Yuma Supersite,Yuma,America/Phoenix,US,AirNow,False,True,32.690277,-114.614441
604,Hayden,GILA,America/Phoenix,US,AirNow,False,True,33.006268,-110.786484
605,Phoenix JLG Supersit,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.503601,-112.09500100000001
606,Miami Town Site,GILA,America/Phoenix,US,AirNow,False,True,33.397433,-110.87445
607,Rillito,PIMA,America/Phoenix,US,AirNow,False,True,32.414342,-111.154544
608,Ajo,PIMA,America/Phoenix,US,AirNow,False,True,32.382034,-112.857452
609,Douglas Red Cross,Sierra Vista-Douglas,America/Phoenix,US,AirNow,False,True,31.3492,-109.539683
610,Tonto National Monum,GILA,America/Phoenix,US,AirNow,False,True,33.654725,-111.107406
611,Prescott College,,America/Phoenix,US,AirNow,False,True,34.546667,-112.476111
612,840MMAZ10002,AZ1,America/Phoenix,US,AirNow,False,True,35.2061,-111.6528
613,Miami Golf Course,Payson,America/Phoenix,US,AirNow,False,True,33.419017,-110.829667
614,Bullhead City,Lake Havasu City-Kingman,America/Phoenix,US,AirNow,False,True,35.166111,-114.566111
615,Queen Valley,Phoenix-Mesa-Scottsdale,America/Phoenix,US,AirNow,False,True,33.289398,-111.292801
616,Nogales Post Office,Nogales,America/Phoenix,US,AirNow,False,True,31.337204,-110.936722
617,Paul Spur Chemical L,Sierra Vista-Douglas,America/Phoenix,US,AirNow,False,True,31.3658,-109.7309
618,Miami Ridgeline,,America/Phoenix,US,AirNow,False,True,33.3992,-110.8589
622,Colfax,Sacramento--Arden-Arcade--Roseville,America/Los_Angeles,US,AirNow,False,True,39.1003,-120.9528
